193.513,10664
194.249,0
194.26,10664
194.996,0
195.029,10744
195.776,10744
196.529,10904
197.249,0
197.292,10832
198.045,10904
198.748,0
198.792,10936
199.545,11008
200.308,10992
201.061,11040
201.808,11040
202.621,8168
203.39,8056
204.137,7872
204.89,7760
205.637,7640
206.406,7720
207.092,11488
207.905,7800
208.608,11488
210.125,8376
210.872,11536
211.624,11488
212.388,11776
213.14,11696
213.887,11784
214.64,11888
216.903,12256
219.749,0
220.622,13056
221.385,12888
222.138,12544
223.698,11776
225.747,0
226.5,0
227.999,0
228.746,0
229.499,0
230.246,0
231.262,222
232.136,218
232.949,217
233.245,0
233.811,213
234.684,209
234.745,0
235.437,209
237.057,206
237.87,204
238.513,207
239.26,208
239.963,209
239.996,0
240.656,211
241.359,213
243.561,215
245.995,0
246.747,0
248.247,0
249,0
249.747,0
250.499,0
251.246,0
251.999,0
252.746,0
253.499,0
254.246,0
254.998,0
255.745,0
256.498,0
257.245,0
257.997,0
258.75,0
259.497,0
260.25,0
260.997,0
261.749,0
262.496,0
263.249,0
263.996,0
264.749,0
265.496,0
266.248,0
266.995,0
267.748,0
268.495,0
269.247,0
270,0
270.747,0
271,323
271.5,0
272.247,0
272.999,0
273.06,782
273.746,0
274.499,0
274.73,3904
275.246,0
275.499,3832
275.999,0
276.262,3928
277.015,4012
277.498,0
278.245,0
278.542,4028
278.998,0
279.261,4904
279.745,0
280.497,0
281.074,2440
281.843,2424
281.997,0
282.75,0
283.31,2468
283.497,0
284.139,2416
284.952,2100
285.776,2028
286.545,1990
287.249,0
287.309,1994
288.078,2010
288.842,2040
289.484,2248
289.495,0
290.248,2320
291.011,2368
291.747,0
292.5,2728
293.264,2716
294.027,2684
294.796,2640
295.56,2596
296.373,2428
297.136,2424
300.745,0
301.448,4336
305.37,722
306.14,706
306.749,0
306.964,692
307.496,0
307.733,690
308.249,0
308.48,702
308.996,0
309.309,682
309.749,0
310.078,676
310.781,686
311.248,0
311.995,0
313.105,497
313.918,484
314.747,482
315.56,471
316.324,470
317.093,466
317.856,464
318.62,467
318.746,0
319.389,468
320.153,471
320.872,477
321.575,484
322.388,481
323.108,487
323.871,490
324.641,483
325.404,491
326.168,483
326.981,475
327.81,471
328.574,469
329.343,469
330.106,471
330.87,471
331.639,471
332.402,472
333.105,474
333.875,476
334.698,469
335.792,417
336.731,398
337.56,391
338.39,385
339.203,379
340.027,373
340.84,371
341.669,367
342.389,368
343.092,376
343.685,392
344.515,385
345.278,386
346.042,386
346.811,389
347.574,386
348.404,384
349.167,381
349.98,378
350.7,382
352.936,387
356.248,0
356.995,0
358.495,0
359.247,0
